	domain	phylum	class	order	family	genus	species	ASV
ASV_1993	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_1993
ASV_1994	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Pir4 lineage	ASV_1994
ASV_1995	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_1995
ASV_1996	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_1996
ASV_1997	Bacteria	WS2	WS2	WS2	WS2	WS2	WS2	ASV_1997
ASV_1998	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_1998
ASV_1999	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_1999
ASV_2000	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae	Babeliaceae	ASV_2000
ASV_2001	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_2001
ASV_2002	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_2002
ASV_2003	Bacteria	Actinobacteriota	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81	ASV_2003
ASV_2004	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2004
ASV_2005	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	Subgroup 23	ASV_2005
ASV_2006	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured	uncultured	uncultured	ASV_2006
ASV_2007	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	ASV_2007
ASV_2009	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_2009
ASV_2010	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2010
ASV_2011	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_2011
ASV_2012	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	Candidatus Omnitrophus	ASV_2012
ASV_2013	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	ASV_2013
ASV_2014	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_2014
ASV_2015	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	unclassified_Pirellulaceae	unclassified_Pirellulaceae	ASV_2015
ASV_2016	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	ASV_2016
ASV_2017	Bacteria	Acidobacteriota	Subgroup 21	Subgroup 21	Subgroup 21	Subgroup 21	Subgroup 21	ASV_2017
ASV_2018	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	uncultured	ASV_2018
ASV_2019	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	Urania-1B-19 marine sediment group	ASV_2019
ASV_2020	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured	ASV_2020
ASV_2021	Bacteria	Myxococcota	Polyangia	Polyangiales_2	Sandaracinaceae	uncultured	uncultured	ASV_2021
ASV_2022	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	Bythopirellula	ASV_2022
ASV_2023	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2023
ASV_2024	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_2024
ASV_2025	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2025
ASV_2026	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Mitochondria	ASV_2026
ASV_2028	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_2028
ASV_2029	Bacteria	Chloroflexi	Dehalococcoidia	H3.93	H3.93	H3.93	H3.93	ASV_2029
ASV_2030	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2030
ASV_2031	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified_Oxalobacteraceae	unclassified_Oxalobacteraceae	ASV_2031
ASV_2032	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_2032
ASV_2033	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2033
ASV_2034	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2034
ASV_2035	Bacteria	Chloroflexi	Dehalococcoidia	DscP2	DscP2	DscP2	DscP2	ASV_2035
ASV_2036	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	Candidatus Nitrosopumilus	ASV_2036
ASV_2037	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	bacteriap25	ASV_2037
ASV_2038	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2038
ASV_2039	Bacteria	Bacteroidota	Bacteroidia	unclassified_Bacteroidia	unclassified_Bacteroidia	unclassified_Bacteroidia	unclassified_Bacteroidia	ASV_2039
ASV_2040	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	ASV_2040
ASV_2041	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	uncultured	uncultured	ASV_2041
ASV_2042	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	ASV_2042
ASV_2043	Bacteria	Desulfobacterota_1	Desulfobacteria_2	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	Desulfatiglans	ASV_2043
ASV_2044	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	ASV_2044
ASV_2045	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3	GIF3	GIF3	ASV_2045
ASV_2047	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	ASV_2047
ASV_2048	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	ASV_2048
ASV_2049	Bacteria	Acidobacteriota	Subgroup 22	Subgroup 22	Subgroup 22	Subgroup 22	Subgroup 22	ASV_2049
ASV_2050	Bacteria	Actinobacteriota	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81	ASV_2050
ASV_2051	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	unclassified_Lactobacillaceae	unclassified_Lactobacillaceae	ASV_2051
ASV_2052	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_2052
ASV_2053	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter_2	Empedobacter_2	ASV_2053
ASV_2055	Bacteria	Cyanobacteria	Vampirivibrionia_2	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae	Obscuribacteraceae	ASV_2055
ASV_2056	Bacteria	Patescibacteria	WWE3	WWE3	WWE3	WWE3	WWE3	ASV_2056
ASV_2057	Archaea	Thermoplasmatota	Thermoplasmata	uncultured	uncultured	uncultured	uncultured	ASV_2057
ASV_2058	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_2058
ASV_2059	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2059
ASV_2060	Bacteria	LCP-89	LCP-89	LCP-89	LCP-89	LCP-89	LCP-89	ASV_2060
ASV_2061	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	Subgroup 23	ASV_2061
ASV_2062	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	Subgroup 23	ASV_2062
ASV_2063	Bacteria	Desulfobacterota_1	Desulfobacteria_1	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	SEEP-SRB1	ASV_2063
ASV_2064	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae_1	Lutibacter	Lutibacter	ASV_2064
ASV_2065	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	KD4-96	ASV_2065
ASV_2066	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter	Psychrilyobacter	ASV_2066
ASV_2067	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	Nitrospina	ASV_2067
ASV_2068	Bacteria	Acidobacteriota	Subgroup 22	Subgroup 22	Subgroup 22	Subgroup 22	Subgroup 22	ASV_2068
ASV_2069	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2069
ASV_2070	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_2070
ASV_2071	Bacteria	Chloroflexi	Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	ASV_2071
ASV_2072	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	CCM11a	CCM11a	CCM11a	ASV_2072
ASV_2073	Archaea	Hydrothermarchaeota	Hydrothermarchaeia	Hydrothermarchaeales	Hydrothermarchaeales	Hydrothermarchaeales	Hydrothermarchaeales	ASV_2073
ASV_2074	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_2074
ASV_2075	Archaea	Asgardarchaeota	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	ASV_2075
ASV_2076	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_2076
ASV_2077	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeales	Hadarchaeales	Hadarchaeales	ASV_2077
ASV_2078	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2078
ASV_2080	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_2080
ASV_2081	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	Urania-1B-19 marine sediment group	ASV_2081
ASV_2082	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2082
ASV_2083	Bacteria	Desulfobacterota_1	Desulfobacteria_2	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	Desulfatiglans	ASV_2083
ASV_2084	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02	FS117-23B-02	FS117-23B-02	ASV_2084
ASV_2085	Bacteria	Chloroflexi	Dehalococcoidia	Napoli-4B-65	Napoli-4B-65	Napoli-4B-65	Napoli-4B-65	ASV_2085
ASV_2086	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_2086
ASV_2087	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_2087
ASV_2088	Bacteria	DTB120	DTB120	DTB120	DTB120	DTB120	DTB120	ASV_2088
ASV_2089	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	Candidatus Omnitrophus	ASV_2089
ASV_2090	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	SAR202 clade	SAR202 clade	SAR202 clade	ASV_2090
ASV_2091	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	WCHB1-41	ASV_2091
ASV_2092	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	Bergeyella	ASV_2092
ASV_2093	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	Candidatus Nitrosopumilus	ASV_2093
ASV_2094	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilaceae	Nitrosopumilaceae	ASV_2094
ASV_2095	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilaceae	Nitrosopumilaceae	ASV_2095
ASV_2096	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2096
ASV_2097	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus Entotheonella	Candidatus Entotheonella	ASV_2097
ASV_2098	Bacteria	Desulfobacterota_1	Desulfobacteria_1	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	Sva0081 sediment group	ASV_2098
ASV_2099	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_2099
ASV_2100	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	ASV_2100
ASV_2101	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2101
ASV_2102	Bacteria	Chloroflexi	Dehalococcoidia	H3.93	H3.93	H3.93	H3.93	ASV_2102
ASV_2103	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeia	Heimdallarchaeia	Heimdallarchaeia	Heimdallarchaeia	ASV_2103
ASV_2104	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_2104
ASV_2105	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2105
ASV_2106	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	MSBL5	MSBL5	MSBL5	ASV_2106
ASV_2108	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella	ASV_2108
ASV_2110	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales_1	Tannerellaceae	Parabacteroides_1	Parabacteroides_1	ASV_2110
ASV_2111	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2111
ASV_2112	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_2112
ASV_2113	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_2113
ASV_2114	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_2114
ASV_2115	Bacteria	Chloroflexi	Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	ASV_2115
ASV_2116	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Pir4 lineage	ASV_2116
ASV_2117	Bacteria	Desulfobacterota_1	Desulfobacteria_2	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	Desulfatiglans	ASV_2117
ASV_2118	Bacteria	Desulfobacterota_1	Desulfobacteria_1	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	Sva0081 sediment group	ASV_2118
ASV_2119	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_2119
ASV_2120	Bacteria	Desulfobacterota_1	Desulfobacteria_2	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	Desulfatiglans	ASV_2120
ASV_2121	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_2121
ASV_2122	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_2122
ASV_2123	Bacteria	Actinobacteriota	Coriobacteriia	CG2-30-50-142	CG2-30-50-142	CG2-30-50-142	CG2-30-50-142	ASV_2123
ASV_2124	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_2124
ASV_2125	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_2125
ASV_2126	Archaea	Hydrothermarchaeota	Hydrothermarchaeia	Hydrothermarchaeales	Hydrothermarchaeales	Hydrothermarchaeales	Hydrothermarchaeales	ASV_2126
ASV_2127	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_2127
ASV_2128	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales_1	Dermabacteraceae	Brachybacterium	Brachybacterium	ASV_2128
ASV_2129	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	CCM11a	CCM11a	CCM11a	ASV_2129
ASV_2130	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_2130
ASV_2131	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3	GIF3	GIF3	ASV_2131
ASV_2132	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2132
ASV_2133	Bacteria	Firmicutes	Clostridia_1	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] brachy group	[Eubacterium] brachy group	ASV_2133
ASV_2134	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	Rubripirellula	ASV_2134
ASV_2135	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	ASV_2135
ASV_2136	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_2136
ASV_2137	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_2137
ASV_2138	Bacteria	Desulfobacterota_1	Desulfobacteria_1	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	SEEP-SRB1	ASV_2138
ASV_2139	Bacteria	Desulfobacterota_1	Syntrophobacteria	Syntrophobacterales	uncultured	uncultured	uncultured	ASV_2139
ASV_2140	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	S085	ASV_2140
ASV_2141	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Pir4 lineage	ASV_2141
ASV_2142	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Roseiflexus	ASV_2142
ASV_2143	Archaea	Hydrothermarchaeota	Hydrothermarchaeia	Hydrothermarchaeales	Hydrothermarchaeales	Hydrothermarchaeales	Hydrothermarchaeales	ASV_2143
ASV_2144	Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-AG-111	Sh765B-AG-111	Sh765B-AG-111	Sh765B-AG-111	ASV_2144
ASV_2145	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2145
ASV_2146	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	ASV_2146
ASV_2147	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured	uncultured	ASV_2147
ASV_2148	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Undibacterium	ASV_2148
ASV_2149	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_2149
ASV_2150	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2150
ASV_2151	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2151
ASV_2152	Bacteria	Chloroflexi	Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	ASV_2152
ASV_2153	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2153
ASV_2154	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2154
ASV_2155	Archaea	Asgardarchaeota	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	ASV_2155
ASV_2157	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_2157
ASV_2158	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2158
ASV_2159	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_2159
ASV_2160	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Pir4 lineage	ASV_2160
ASV_2161	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	Thermoflexus	ASV_2161
ASV_2162	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	Candidatus Omnitrophus	ASV_2162
ASV_2163	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_2163
ASV_2164	Bacteria	Firmicutes	Clostridia_1	Lachnospirales	Lachnospiraceae_1	unclassified_Lachnospiraceae_1	unclassified_Lachnospiraceae_1	ASV_2164
ASV_2165	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_2165
ASV_2166	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2166
ASV_2167	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2167
ASV_2168	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353 marine group	UBA10353 marine group	UBA10353 marine group	UBA10353 marine group	ASV_2168
ASV_2169	Bacteria	Acidobacteriota	Subgroup 22	Subgroup 22	Subgroup 22	Subgroup 22	Subgroup 22	ASV_2169
ASV_2170	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	OM190	ASV_2170
ASV_2171	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36	PHOS-HE36	PHOS-HE36	ASV_2171
ASV_2172	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	ASV_2172
ASV_2173	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	ASV_2173
ASV_2174	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_2174
ASV_2175	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales_Micrococcales Incertae Sedis_Timonella	Micrococcales_Micrococcales Incertae Sedis_Timonella	Micrococcales_Micrococcales Incertae Sedis_Timonella	Micrococcales_Micrococcales Incertae Sedis_Timonella	ASV_2175
ASV_2176	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_2176
ASV_2177	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_2177
ASV_2178	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_2178
ASV_2179	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_2179
ASV_2180	Bacteria	Planctomycetota	Pla4 lineage	Pla4 lineage	Pla4 lineage	Pla4 lineage	Pla4 lineage	ASV_2180
ASV_2181	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_2181
ASV_2182	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_2182
ASV_2183	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Pir4 lineage	ASV_2183
